title,claim,verdict,url,date
The Australian’s coverage of Great Barrier Reef study creates perception that scientists are divided,More than 80% of the world’s reefs hit by bleaching.,-1.3Low,https://science.feedback.org/review/the-australian-coverage-great-barrier-reef-perception-scientists-divided-global-warming-graham-lloyd/,2018-04-22
Investor’s Business Daily editorial misrepresents study to claim plants will prevent dangerous climate change,"Whether all that additional carbon dioxide is a function of human activity, that’s still debatable.",-2Very low,https://science.feedback.org/review/investors-business-daily-editorial-misrepresents-study-to-claim-plants-will-prevent-dangerous-climate-change/,2018-04-12
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
Rush Limbaugh falsely claims there is no evidence of human-caused global warming,There isn’t yet any empirical evidence for their claim that greenhouse gases even cause temperatures to increase.,Inaccurate,https://science.feedback.org/review/rush-limbaugh-falsely-claims-there-is-no-evidence-of-human-caused-global-warming/,2018-04-04
"Washington Post accurately covers permafrost study, albeit under a somewhat sensational headline",,2Very high,https://science.feedback.org/review/washington-post-accurately-covers-permafrost-study-albeit-under-a-somewhat-sensational-headline-chris-mooney/,2018-03-22
Financial Post publishes misleading opinion that misrepresents science of polar bears’ plight,"Despite climate change, the global polar-bear population has increased substantially, the Great Barrier Reef has more coral cover than at any point since 1986, and extreme-heat deaths have declined.",-1.7Very low,https://science.feedback.org/review/financial-post-publishes-misleading-opinion-misrepresents-science-polar-bears-peril-susan-crockford/,2018-03-02
Breitbart repeats blogger’s unsupported claim that NOAA manipulates data to exaggerate warming,NOAA has adjusted past temperatures to look colder than they were and recent temperatures to look warmer than they were.,Incorrect,https://science.feedback.org/review/breitbart-repeats-bloggers-unsupported-claim-noaa-manipulates-data-exaggerate-warming/,2018-02-23
"New satellite measurements show sea level rise is accelerating, as CNN accurately reports","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",1.5Very high,https://science.feedback.org/review/satellite-measurements-accelerating-sea-level-rise-cnn-accurately-reports-brandon-miller/,2018-02-15
EPA’s Scott Pruitt incorrectly suggests climate change might not be “a bad thing”,"We know that humans have most flourished during times of, what, warming trends. I think there are assumptions made that because the climate is warming, that that is necessarily a bad thing.",Incorrect,https://science.feedback.org/review/epas-scott-pruitt-incorrectly-suggests-climate-change-might-not-bad-thing/,2018-02-09
President Trump’s claim of growing ice does not reflect reality,"The ice caps were going to melt. They were going to be gone by now, but now they're setting records",Inaccurate,https://science.feedback.org/review/president-trumps-claim-growing-ice-not-reflect-reality/,2018-01-29
National Geographic video of starving polar bear should have clarified uncertain link to climate change,New study finds a major current in the Southern Ocean has reversed.,0.3Neutral,https://science.feedback.org/review/national-geographic-video-starving-polar-bear-should-have-clarified-uncertain-link-climate-change-sarah-gibbens/,2018-01-17
Atlantic story on the climate implications of reduced beef consumption could provide clearer context,,0.3Neutral,https://science.feedback.org/review/atlantic-climate-implications-reduced-beef-consumption-provide-clearer-context-james-hamblin/,2018-01-17
New York Times effectively informs readers about large Larsen C iceberg calving event,New study finds a major current in the Southern Ocean has reversed.,1.7Very high,https://science.feedback.org/review/new-york-times-iceberg-larsen-c-size-delaware-jugal-patel-justin-gillis/,2018-01-17
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
New York Times accurately covers 2017 record low Arctic winter sea ice extent,"Arctic sea ice is not melting and there is no indication that we should expect the Arctic sea summer ice to disappear completely, as predicted",1.3High,https://science.feedback.org/review/new-york-times-accurately-covers-2017-record-low-arctic-winter-sea-ice-extent-henry-fountain/,2018-01-16
Conservative Tribune post falsely claims cancelled Arctic research cruise is evidence against climate change,"Arctic sea ice is not melting and there is no indication that we should expect the Arctic sea summer ice to disappear completely, as predicted",-1.5Very low,https://science.feedback.org/review/conservative-tribune-post-falsely-claims-cancelled-arctic-research-cruise-is-evidence-against-climate-change-benjamin-arie/,2018-01-16
IFLScience story on Florida sea level rise somewhat unclear but generally correct,"Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",0.7High,https://science.feedback.org/review/iflscience-story-florida-sea-level-rise-somewhat-unclear-generally-correct/,2018-01-16
New York Times’ news coverage of 2016 global temperature data was an accurate summary,"“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",2Very high,https://science.feedback.org/review/new-york-times-news-coverage-2016-global-temperature-data-accurate-summary-justin-gillis/,2018-01-16
Futurism story on Great Barrier Reef compromised by sensational headline,More than 80% of the world’s reefs hit by bleaching.,-0.5Low,https://science.feedback.org/review/futurism-story-great-barrier-reef-compromised-sensational-headline/,2018-01-16
Breitbart article on California fires misleads by omitting explanation of climate’s influence,,-1.4Very low,https://science.feedback.org/review/breitbart-california-fires-misleads-omitting-explanation-climates-influence-joel-pollak/,2017-12-19
Daily Caller uncritically reports poorly supported conclusion of satellite temperature study,"“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",-0.6Low,https://science.feedback.org/review/daily-caller-uncritically-reports-misleading-satellite-temperature-study-michael-bastasch/,2017-12-04
Prof. John Christy incorrectly claims to show climate models are too sensitive to carbon dioxide,the real atmosphere is less sensitive to CO2 than what has been forecast by climate models,Incorrect,https://science.feedback.org/review/prof-john-christy-incorrectly-claims-to-show-climate-models-are-too-sensitive-to-carbon-dioxide/,2017-12-01
"Grist article on an “Ice Apocalypse” mostly accurate, but doesn’t make the likelihood of that apocalypse clear enough to readers",New study finds a major current in the Southern Ocean has reversed.,0.8High,https://science.feedback.org/review/antarctica-doomsday-glaciers-could-flood-coastal-cities-grist-eric-holthaus/,2017-11-28
"Guardian explores sea level rise impact on cities, but fails to make timescale clear","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",0.5High,https://science.feedback.org/review/guardian-sea-level-rise-cities-fails-make-timescale-clear/,2017-11-09
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
The Independent makes a giant leap in stating that modern global warming could be “worse than thought” based on a single study,It is not too hot now. Temperatures and CO2 are lower now than they have been throughout nearly the entire history of the Earth.,-0.7Low,https://science.feedback.org/review/independent-makes-giant-leap-global-warming-worse-than-thought-single-study-andrew-griffin/,2017-11-01
Commentary in The Australian ignores evidence and misrepresents research while falsely claiming humans are not responsible for climate change,,-2Very low,https://science.feedback.org/review/commentary-australian-ignores-evidence-misrepresents-research-falsely-claiming-humans-not-responsible-climate-change-ian-plimer/,2017-10-26
BBC article on ocean acidification report accurate but brief,"Carbon dioxide does not cause global warming, scientists are 90% sure it’s the Sun; The climate problems blamed on carbon dioxide (such as ocean acidification and negative impacts on polar bears) are not real",0.7High,https://science.feedback.org/review/bbc-article-ocean-acidification-accurate-brief-roger-harrabin/,2017-10-25
Former Prime Minister Tony Abbott wrongly claims Australia has warmed far less than data show,"unadjusted data suggests that temperatures in Australia have only increased by 0.3 degrees over the past century, not the 1 degree usually claimed",Inaccurate,https://science.feedback.org/review/former-prime-minister-tony-abbott-wrongly-claims-australia-warmed-far-less-data-show/,2017-10-11
"New York Times’ “straightforward answers” to common climate questions are accurate, too",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,1.4High,https://science.feedback.org/review/new-york-times-straightforward-answers-common-climate-questions-accurate-justin-gillis/,2017-09-28
Daily Wire article incorrectly claims climate models have overestimated warming,climate models have overestimated the amount of global warming and failed to predict what climatologists call the warming ‘hiatus’,Incorrect,https://science.feedback.org/review/daily-wire-article-incorrectly-claims-climate-models-have-overestimated-warming/,2017-09-22
"Daily Wire article misunderstands study on carbon budget (along with Fox News, The Telegraph, The Daily Mail, Breitbart…)","Whether all that additional carbon dioxide is a function of human activity, that’s still debatable.",-1.7Very low,https://science.feedback.org/review/daily-wire-article-misunderstands-study-carbon-budget-along-fox-news-telegraph-daily-mail-breitbart-james-barrett/,2017-09-21
"Global Warming and fire suppression practices boost wildfires in the US West, as correctly reported in The Atlantic",,2Very high,https://science.feedback.org/review/global-warming-fire-suppression-practices-boost-wildfires-us-west-correctly-reported-the-atlantic-robinson-meyer/,2017-09-11
Incorrect claim that global warming is mostly natural was based on a study that can’t support that conclusion,Most of the recent warming could be natural,Incorrect,https://science.feedback.org/review/incorrect-claim-global-warming-mostly-natural-based-on-study-that-cant-support-conclusion-jennifer-marohasy-john-abbot/,2017-09-07
"Climate change likely helped increase Hurricane Harvey’s rainfall, but too early to say exactly by how much",[climate scientists] say that aspects of the case of Hurricane Harvey suggest global warming is making a bad situation worse.,Mostly correct,https://science.feedback.org/review/climate-change-likely-helped-increase-hurricane-harveys-rainfall-early-say-exactly-much/,2017-08-29
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
The Atlantic accurately explores climate context for Tropical Storm Harvey,,1.5Very high,https://science.feedback.org/review/atlantic-accurately-explores-climate-context-tropical-storm-harvey-robinson-meyer/,2017-08-29
New York Times accurately assesses the state of Alaskan permafrost,"Arctic sea ice is not melting and there is no indication that we should expect the Arctic sea summer ice to disappear completely, as predicted",1.6Very high,https://science.feedback.org/review/new-york-times-accurately-assesses-the-state-of-alaskan-permafrost-henry-fountain/,2017-08-24
"Some extreme weather events are clearly becoming more common, in contrast to Lord Lawson's claim","The IPCC, the Intergovernmental Panel on Climate Change, which is sort of the voice of the consensus, concedes that there has been no increase in extreme weather events.",Inaccurate,https://science.feedback.org/review/extreme-weather-events-clearly-becoming-common-contrast-lord-lawsons-claim/,2017-08-10
Lord Lawson falsely claims that global temperatures have declined over last decade,"according, again, to the official figures—during this past 10 years, if anything, mean global temperature, average world temperature, has slightly declined",Inaccurate,https://science.feedback.org/review/lord-lawson-falsely-claims-global-temperatures-declined-last-decade/,2017-08-10
"Forbes article accurately describes research on Atlantic ocean circulation weakening, but headline goes farther","Global ocean temperatures have been cooling, proving there is no global warming.",1High,https://science.feedback.org/review/forbes-article-accurately-describes-research-atlantic-ocean-circulation-weakening-headline-goes-farther-trevor-nace/,2017-08-09
Wall Street Journal op-ed on economic consequences of climate change found naive by scientists,"Magnetic poles reversals involve the Earth flipping vertically and momentarily stopping its rotation, causing cataclysmic events during 6 days.",-1.5Very low,https://science.feedback.org/review/wall-street-journal-op-ed-economic-consequences-climate-change-found-naive-scientists-david-henderson-john-cochrane/,2017-08-02
"2017 is on track to be among the hottest year recorded, scientists are not as surprised as ThinkProgress article suggests","“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",1High,https://science.feedback.org/review/2017-track-among-hottest-year-recorded-scientists-not-surprised-thinkprogress-article-suggests-joe-romm/,2017-07-21
Scientists explain what New York Magazine article on “The Uninhabitable Earth” gets wrong,,-0.7Low,https://science.feedback.org/review/scientists-explain-what-new-york-magazine-article-on-the-uninhabitable-earth-gets-wrong-david-wallace-wells/,2017-07-12
Breitbart article falsely claims that measured global warming has been “fabricated”,"“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",-1.8Very low,https://science.feedback.org/review/breitbart-article-falsely-claims-measured-global-warming-fabricated-james-delingpole/,2017-07-11
"Earth is not at risk of becoming a hothouse like Venus, as Stephen Hawking claimed","Trump's action could push the Earth over the brink, to become like Venus, with a temperature of two hundred and fifty degrees, and raining sulphuric acid.",Incorrect,https://science.feedback.org/review/earth-is-not-at-risk-of-becoming-a-hothouse-like-venus-as-stephen-hawking-claimed-bbc/,2017-07-06
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
The Atlantic accurately reports on study of the economic impacts of continued climate change in the US,"Magnetic poles reversals involve the Earth flipping vertically and momentarily stopping its rotation, causing cataclysmic events during 6 days.",1.3High,https://science.feedback.org/review/the-atlantic-accurately-reports-study-economic-impacts-continued-climate-change-us-robinson-meyer/,2017-07-03
New York Times story highlights the growing number of extremely hot days in a warming world,The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,1High,https://science.feedback.org/review/new-york-times-story-highlights-the-growing-number-of-extremely-hot-days-in-a-warming-world-brad-plumer-n-popovich/,2017-06-26
Energy Secretary Rick Perry incorrectly claims CO2 is not primary cause of climate change,Most likely the primary control knob [on climate change] is the ocean waters and this environment that we live in.,Incorrect,https://science.feedback.org/review/energy-secretary-rick-perry-incorrectly-claims-co2-not-primary-cause-climate-change/,2017-06-20
Breitbart misrepresents research from 58 scientific papers to falsely claim that they disprove human-caused global warming,It is not too hot now. Temperatures and CO2 are lower now than they have been throughout nearly the entire history of the Earth.,-2Very low,https://science.feedback.org/review/breitbart-misrepresents-research-58-scientific-papers-falsely-claim-disprove-human-caused-global-warming-james-delingpole/,2017-06-08
Breitbart falsely claims 58 studies refute human-caused global warming,'Global warming' is a myth — so say 80 graphs from 58 peer-reviewed scientific papers published in 2017.,Inaccurate,https://science.feedback.org/review/breitbart-falsely-claims-58-studies-refute-human-caused-global-warming/,2017-06-08
"Playing semantics, misleading Breitbart article downplays US contribution to climate change","Whether all that additional carbon dioxide is a function of human activity, that’s still debatable.",-2Very low,https://science.feedback.org/review/playing-semantics-misleading-breitbart-article-downplays-us-contribution-to-climate-change/,2017-06-06
"In Paris Agreement op-ed, US Senator Ted Cruz misrepresents the costs and benefits of reducing greenhouse gas emissions","Whether all that additional carbon dioxide is a function of human activity, that’s still debatable.",-2Very low,https://science.feedback.org/review/paris-agreement-op-ed-us-senator-ted-cruz-misrepresents-costs-benefits-reducing-greenhouse-gas-emissions/,2017-05-31
"Natural variability can not explain modern global warming, as Heartland Institute report claims",Neither the rate nor the magnitude of the reported late twentieth century surface warming (1979–2000) lay outside normal natural variability.,Misleading,https://science.feedback.org/review/natural-variability-can-not-explain-modern-global-warming-heartland-institute-report-claims/,2017-05-30
A lull in solar activity would have little effect on global temperatures; claims of “global cooling” are not based on science,"Forward projections of solar cyclicity imply the next few decades may be marked by global cooling rather than warming, despite continuing CO2 emissions.",Incorrect,https://science.feedback.org/review/lull-solar-activity-little-effect-global-temperatures-claims-global-cooling-not-based-science/,2017-05-30
"Global warming has not “ceased”, as Heartland Institute report falsely claims",global warming ceased around the end of the twentieth century and was followed (since 1997) by 19 years of stable temperature,Inaccurate,https://science.feedback.org/review/global-warming-not-ceased-heartland-institute-report-falsely-claims/,2017-05-29
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
"CO2 is a greenhouse gas that caused warming during past climate changes, notably as a feedback amplifying other factors","Increases in atmospheric CO2 followed increases in temperature. Therefore, CO2 levels could not have forced temperatures to rise.",Flawed reasoning,https://science.feedback.org/review/co2-greenhouse-gas-caused-warming-past-climate-changes-notably-feedback-amplifying-factors/,2017-05-26
"New York Times series accurately describes research on Antarctic ice sheets and sea level rise, but highlights uncertain studies",New study finds a major current in the Southern Ocean has reversed.,1.2High,https://science.feedback.org/review/new-york-times-series-accurately-describes-research-antarctic-ice-sheets-sea-level-rise-justin-gillis/,2017-05-23
Heartland Institute report’s claim that climate models are too sensitive to CO2 does not reflect evidence,[climate models] systematically over-estimate the sensitivity of climate to carbon dioxide ... and modelers exclude forcings and feedbacks that run counter to their mission,Incorrect,https://science.feedback.org/review/heartland-institute-reports-claim-climate-models-sensitive-co2-not-reflect-evidence/,2017-05-23
ThinkProgress story on thawing Alaskan tundra generally accurate but somewhat misleading,"Cow farts [methane emissions from cattle] are blamed for climate change, but there are bigger issues like people burning millions of tires in the deserts of Kuwait.",0.3Neutral,https://science.feedback.org/review/alaskas-vicious-cycle-warming-tundra-spews-co2-speeding-up-warming-joe-romm-think-progress/,2017-05-19
Heartland Institute report incorrectly claims no evidence of human impacts in melting ice,Melting of Arctic sea ice and polar icecaps is not occurring at ‘unnatural’ rates and does not constitute evidence of a human impact on the climate.,Incorrect,https://science.feedback.org/review/heartland-institute-report-incorrectly-claims-no-evidence-human-impacts-melting-ice/,2017-05-17
The Daily Wire makes wild claims about climate change based on no evidence,Climate scientists disagree about how much warming is associated with our emissions and whether this warming is larger than natural climate variability from the sun and volcanic eruptions,-2Very low,https://science.feedback.org/review/global-quackery-earth-not-warmed-past-19-years-new-study-finds-joseph-curl-the-daily-wire/,2017-05-09
The Telegraph publishes false information about Arctic climate,"“even IF mankind is influencing the temperature, it is insignificant compared to the natural forces”",-2Very low,https://science.feedback.org/review/another-arctic-ice-panic-world-temperatures-plummet-the-telegraph-christopher-booker/,2017-05-09
"Global sea level rise is accelerating, despite Heartland Institute report’s claims otherwise",Best available data show sea-level rise is not accelerating. Local and regional sea levels continue to exhibit typical natural variability—in some places rising and in others falling.,Inaccurate,https://science.feedback.org/review/global-sea-level-rise-accelerating-despite-heartland-institute-reports-claims-otherwise/,2017-05-08
"The Sun cannot explain recent global warming, contrary to what Heartland Institute report claims","Solar forcings are not too small to explain twentieth century warming. In fact, their effect could be equal to or greater than the effect of CO<sub>2</sub> in the atmosphere.",Incorrect,https://science.feedback.org/review/the-sun-cannot-explain-recent-global-warming-contrary-to-what-heartland-institute-report-claims/,2017-05-03
Climate sensitivity estimate given in Heartland Institute’s report is misleading,"Doubling the concentration of atmospheric CO2 from its pre-industrial level, in the absence of other forcings and feedbacks, would likely cause a warming of ~0.3°C to 1.1°C",Misleading,https://science.feedback.org/review/climate-sensitivity-estimate-given-in-heartland-institutes-report-is-misleading/,2017-05-02
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
"In CNN interview, William Happer incorrectly claims temperatures don’t match climate model projections","The temperature is not rising nearly as fast as the alarmist computer models predicted. You know, it’s much, much less, factors of 2 or 3 less.",Incorrect,https://science.feedback.org/review/cnn-interview-william-happer-incorrectly-claims-temperatures-dont-match-climate-model-projections/,2017-04-25
"In CNN interview, William Happer misleads about the impact of rising carbon dioxide on plant life","there's this myth that's developed around carbon dioxide that it's a pollutant […] Carbon dioxide is a perfectly natural gas, it’s just like water vapor, it’s something that plants love.",Misleading,https://science.feedback.org/review/cnn-interview-william-happer-misleads-impact-rising-carbon-dioxide-plant-life/,2017-04-25
Insightful Bloomberg coverage on the rapidly changing Arctic: sea ice melt and permafrost thawing,"Arctic sea ice is not melting and there is no indication that we should expect the Arctic sea summer ice to disappear completely, as predicted",2Very high,https://science.feedback.org/review/bloomberg-accurately-describes-rapidly-changing-arctic-eric-roston-blacki-migliozzi/,2017-04-21
"Analysis of ""From extreme drought to record rain: Why California's drought-to-deluge cycle is getting worse""",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,0.8High,https://science.feedback.org/review/climate-context-for-a-wet-winter-in-drought-stricken-california-in-the-la-times-rong-gong-lin-ii-paige-st-john-los-angeles-times/,2017-04-14
Analysis of “Miami’s fight against rising seas”,"Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",1.7Very high,https://science.feedback.org/review/sea-level-rise-already-practical-concern-miami-bbc-story-accurately-explores-amanda-ruggeri-bbc/,2017-04-07
"Analysis of ""One of the most troubling ideas about climate change just found new evidence in its favor""",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,1.25High,https://science.feedback.org/review/one-of-the-most-troubling-ideas-about-climate-change-just-found-new-evidence-in-its-favor-chris-mooney-washington-post/,2017-03-29
"Analysis of ""Record-breaking climate change pushes world into ‘uncharted territory’""","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",1.5Very high,https://science.feedback.org/review/analysis-record-breaking-climate-change-pushes-world-uncharted-territory-damian-carrington-guardian/,2017-03-22
"Analysis of ""Large Sections of Australia’s Great Reef Are Now Dead, Scientists Find""",More than 80% of the world’s reefs hit by bleaching.,1.8Very high,https://science.feedback.org/review/great-barrier-reef-coral-climate-change-dieoff-the-new-york-times-damien-cave-justin-gillis/,2017-03-18
Boston Globe column claims that climate models have consistently failed based on no evidence,Climate projections using models based on it [the water vapor feedback] have consistently failed,Inaccurate,https://science.feedback.org/review/boston-globe-column-claims-climate-models-consistently-failed-based-no-evidence/,2017-03-16
"Analysis of ""Why are climate-change models so flawed? Because climate science is so incomplete""",New study shows that climate change is greatly overestimated because oceans are cooling Earth far more than we thought,-2Very low,https://science.feedback.org/review/why-are-climate-change-models-so-flawed-because-climate-science-is-so-incomplete-jeff-jacoby-boston-globe/,2017-03-16
"Major wine regions could disappear from global warming, Europe to be hit especially hard",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,Incorrect,https://science.feedback.org/major-wine-regions-could-disappear-from-global-warming-europe-to-be-hit-especially-hard/,2025-09-15
"Cutting emissions today limits future climate impacts, but certain changes are ‘locked in’ due to past CO2 emissions","Antarctica gained ice from 2021 to 2023 so global warming is over, sea-levels aren't rising, and ice loss has reversed in Antarctica.",Inaccurate,https://science.feedback.org/cutting-emissions-today-limits-future-climate-impacts-certain-changes-are-locked-in-due-to-past-co2-emissions/,2025-06-27
"Human-driven climate change largely responsible for last 50 years of worsening fire weather in Western North America, new study shows",The first-ever artificial intelligence-led peer-reviewed climate science paper has confirmed that climate change is a hoax.,Incorrect,https://science.feedback.org/human-driven-climate-change-largely-responsible-last-50-years-worsening-fire-weather-western-north-america-new-study-shows/,2025-05-28
Claim in New Scientist that humans are responsible for over 100% of warming is mostly correct,more than 100 per cent of the warming over the past century is due to human actions,Mostly correct,https://science.feedback.org/review/claim-new-scientist-humans-responsible-100-warming-mostly-correct/,2017-03-11
"Science shows that humans are primarily responsible for climate change, counter to EPA Administrator Scott Pruitt’s claim",I would not agree that [carbon dioxide is] a primary contributor to the global warming that we see.,Incorrect,https://science.feedback.org/review/science-shows-humans-primarily-responsible-climate-change-counter-epa-administrator-scott-pruitts-claim/,2017-03-10
"Analysis of ""Scientists: Here's What Really Causes Climate Change (And It Has Nothing To Do With Human Beings)""",It is not too hot now. Temperatures and CO2 are lower now than they have been throughout nearly the entire history of the Earth.,-1.5Very low,https://science.feedback.org/review/scientists-we-know-what-really-causes-climate-james-barrett-the-daily-wire/,2017-02-28
"Analysis of ""Here’s why it's so frickin’ hot right now""",The Texas floods on 4 July 2025 were caused by intentional weather manipulation and human interference,1.3High,https://science.feedback.org/review/heres-why-its-so-frickin-hot-right-now-andrew-freedman-mashable/,2017-02-28
